CUI1|CUI2
C0009806|C3256748
C0009806|C3256750
C0009806|C3256930
C0009806|C3265535
C0009806|C3489575
C0009806|C3536965
C0009806|C3700399
C0009806|C3711911
C0009806|C3818726
C0009806|C3859650
C0009806|C4084176
C0009806|C4325235
C0009806|C4325236
C0009806|C4741891
C0009938|C0066282
C0009938|C0555881
C0009952|C0031412
C0009952|C0282303
C0010034|C0011145
C0010034|C0011148
C0010037|C0037494
C0010043|C0028902
C0010043|C0038670
C0010043|C0038746
C0010043|C0282356
C0010068|C0022251
C0010068|C0022252
C0010068|C0038742
C0010068|C0064079
C0010068|C0091724
C0010068|C0247025
C0010068|C0253563
C0010068|C0795668
C0010068|C2974521
C0010068|C3818693
C0010072|C0019134
C0010072|C0037513
C0010072|C0042071
C0010072|C0054452
C0010072|C0770546
C0010072|C0771246
C0010072|C0872913
C0010072|C0982192
C0010072|C1445698
C0010200|C0009170
C0010200|C0009214
C0010200|C0009217
C0010200|C0011816
C0010200|C0012306
C0010200|C0018305
C0010200|C0020264
C0010200|C0022046
C0010200|C0028426
C0010200|C0032831
C0010200|C0053229
C0010200|C0054120
C0010200|C0054635
C0010200|C0054668
C0010200|C0055930
C0010200|C0058056
C0010200|C0282108
C0010200|C0304299
C0010200|C0304352
C0010200|C0304572
C0010200|C0350422
C0010200|C0355564
C0010200|C0521946
C0010200|C0546868
C0010200|C0700533
C0010200|C0724546
C0010200|C0724598
C0010200|C0770426
C0010200|C0771376
C0010200|C0771392
C0010200|C0771490
C0010200|C0772260
C0010200|C0872890
C0010200|C0887411
C0010200|C0936126
C0010200|C0937606
C0010200|C0972079
C0010200|C0982200
C0010200|C1178580
C0010200|C1321982
C0010200|C1601311
C0010200|C1654782
C0010200|C2917434
C0010200|C2917436
C0010200|C3848586
C0010200|C4026559
C0010346|C0004482
C0010346|C0008318
C0010346|C0025677
C0010346|C0029112
C0010346|C0030125
C0010346|C0039736
C0010346|C0666743
C0010346|C0724655
C0010346|C0887732
C0010346|C0949359
C0010346|C1122087
C0010346|C1172734
C0010346|C1608841
C0010346|C1872109
C0010346|C2742797
C0010346|C4224790
C0010346|C4238106
C0010346|C4490035
C0010346|C4530556
C0010346|C4535390
C0010346|C4541569
C0010403|C0021734
C0010403|C0021735
C0010403|C0021741
C0010403|C0164613
C0010403|C0244714
C0010403|C0391001
C0010403|C0796545
C0010403|C0982233
C0010417|C0018062
C0010417|C0937609
C0010417|C1141639
C0010418|C0030576
C0010418|C0068788
C0010418|C0205881
C0010481|C0002555
C0010481|C0026256
C0010481|C1872203
C0010481|C3529078
C0010481|C3872080
C0010481|C4330903
C0010481|C5242088
C0010520|C0022251
C0010520|C0022252
C0010520|C0025746
C0010520|C0064079
C0010520|C0091724
C0010520|C3848531
C0010520|C5200996
C0010674|C0001047
C0010674|C0002502
C0010674|C0546849
C0010674|C0718066
C0010674|C0724624
C0010674|C0772506
C0010674|C0887741
C0010674|C0949217
C0010674|C1135662
C0010674|C3264621
C0010674|C3852684
C0010674|C3857933
C0010674|C4283417
C0010674|C5139717
C0010678|C0032911
C0010691|C0012341
C0010691|C0030817
C0010692|C0000294
C0010692|C0002679
C0010692|C0007047
C0010692|C0008809
C0010692|C0025638
C0010692|C0028365
C0010692|C0028902
C0010692|C0054721
C0010692|C0055011
C0010692|C0066105
C0010692|C0108938
C0010692|C0282104
C0010692|C0338196
C0010692|C0536495
C0010692|C0609436
C0010692|C0753645
C0010692|C0754517
C0010692|C0770669
C0010692|C0771046
C0010692|C1145701
C0010692|C3848583
C0010692|C4478126
C0010692|C4551111
C0010823|C0017066
C0010823|C0070895
C0010823|C0085297
C0010823|C0146934
C0010823|C0282399
C0010823|C0286079
C0010823|C0909381
C0010823|C0937926
C0010823|C2266945
C0010823|C2917326
C0010823|C4709331
C0011119|C0030054
C0011127|C0286382
C0011156|C0001040
C0011156|C0024706
C0011156|C0036581
C0011156|C0037521
C0011156|C0065642
C0011156|C0065644
C0011156|C0065646
C0011156|C0065649
C0011156|C0074280
C0011156|C0074281
C0011156|C0074765
C0011156|C0087163
C0011156|C0126948
C0011156|C0212750
C0011156|C0304977
C0011156|C1178502
C0011156|C1337234
C0011156|C1509873
C0011156|C2927611
C0011156|C3256324
C0011156|C3859597
C0011156|C5207592
C0011175|C0037494
C0011206|C0030438
C0011206|C0033487
C0011206|C5455727
C0011226|C0021734
C0011226|C0021735
C0011226|C0021741
C0011226|C0164613
C0011226|C0244714
C0011226|C0391001
C0011226|C0796545
C0011226|C0982233
C0011334|C0051512
C0011334|C0102840
C0011334|C3887607
C0011468|C0073920
C0011570|C0005013
C0011570|C0016367
C0011570|C0025912
C0011570|C0041249
C0011570|C0042665
C0011570|C0060578
C0011570|C0168387
C0011570|C0168388
C0011570|C0543469
C0011570|C0700456
C0011570|C0770891
C0011581|C0002333
C0011581|C0002600
C0011581|C0002644
C0011581|C0006462
C0011581|C0008845
C0011581|C0009010
C0011581|C0011685
C0011581|C0012030
C0011581|C0013065
C0011581|C0013085
C0011581|C0020934
C0011581|C0022154
C0011581|C0022180
C0011581|C0023870
C0011581|C0024002
C0011581|C0025810
C0011581|C0028420
C0011581|C0031392
C0011581|C0031393
C0011581|C0031453
C0011581|C0033743
C0011581|C0036579
C0011581|C0039468
C0011581|C0040778
C0011581|C0040805
C0011581|C0041056
C0011581|C0049506
C0011581|C0065091
C0011581|C0068485
C0011581|C0070122
C0011581|C0074393
C0011581|C0074710
C0011581|C0078569
C0011581|C0085208
C0011581|C0085217
C0011581|C0085228
C0011581|C0125997
C0011581|C0242523
C0011581|C0282107
C0011581|C0282369
C0011581|C0304368
C0011581|C0304369
C0011581|C0543452
C0011581|C0589978
C0011581|C0600526
C0011581|C0700444
C0011581|C0700459
C0011581|C0700467
C0011581|C0700473
C0011581|C0700523
C0011581|C0700529
C0011581|C0700535
C0011581|C0700545
C0011581|C0700557
C0011581|C0700563
C0011581|C0724555
C0011581|C0753678
C0011581|C0770882
C0011581|C0771019
C0011581|C0771200
C0011581|C0771310
C0011581|C0771439
C0011581|C0772039
C0011581|C0772054
C0011581|C0772123
C0011581|C0772277
C0011581|C0772333
C0011581|C0886642
C0011581|C0891604
C0011581|C0939882
C0011581|C1365510
C0011581|C1966347
C0011581|C2316497
C0011581|C2719626
C0011581|C2828218
C0011581|C3495450
C0011581|C3536819
C0011603|C0008992
C0011603|C0009213
C0011603|C0017861
C0011603|C0021978
C0011603|C0042839
C0011603|C0051113
C0011603|C0051556
C0011603|C0055895
C0011603|C0056057
C0011603|C0064582
C0011603|C0073109
C0011603|C0073115
C0011603|C0360534
C0011603|C0724560
C0011603|C4291322
C0011606|C0010137
C0011606|C0056391
C0011608|C0010137
C0011608|C0010980
C0011608|C0011777
C0011608|C0011779
C0011608|C0025815
C0011608|C0032950
C0011608|C0032952
C0011608|C0038710
C0011608|C0040864
C0011608|C0040866
C0011608|C0040867
C0011608|C0056391
C0011608|C0057598
C0011608|C0057603
C0011608|C0066430
C0011608|C0071839
C0011608|C0071842
C0011608|C0071844
C0011608|C0077004
C0011608|C0113286
C0011608|C0138273
C0011608|C0138274
C0011608|C0174938
C0011608|C0600901
C0011608|C0700546
C0011608|C0770565
C0011608|C0889299
C0011608|C1658209
C0011615|C0005308
C0011615|C0005310
C0011615|C0005311
C0011615|C0010137
C0011615|C0013085
C0011615|C0016294
C0011615|C0016298
C0011615|C0025815
C0011615|C0032950
C0011615|C0032952
C0011615|C0040864
C0011615|C0040866
C0011615|C0040867
C0011615|C0041031
C0011615|C0041098
C0011615|C0043491
C0011615|C0053523
C0011615|C0056391
C0011615|C0060494
C0011615|C0060507
C0011615|C0066101
C0011615|C0066430
C0011615|C0071839
C0011615|C0071842
C0011615|C0071844
C0011615|C0077004
C0011615|C0085149
C0011615|C0103049
C0011615|C0138273
C0011615|C0138274
C0011615|C0174938
C0011615|C0242525
C0011615|C0304371
C0011615|C0600901
C0011615|C0614088
C0011615|C0700535
C0011615|C0700546
C0011615|C0700603
C0011615|C0718926
C0011615|C0750848
C0011615|C0771204
C0011615|C0889299
C0011615|C1099414
C0011615|C1576966
C0011615|C1950681
C0011615|C3660996
C0011615|C4301781
C0011616|C0016294
C0011616|C0020268
C0011616|C0032952
C0011616|C0051510
C0011616|C0056387
C0011616|C0060494
C0011616|C0063076
C0011616|C0063077
C0011616|C0063079
C0011616|C0071810
C0011616|C0082944
C0011616|C0147008
C0011616|C0352536
C0011616|C0612688
C0011616|C0770559
C0011616|C0770560
C0011630|C0032856
C0011630|C0172907
C0011630|C1655449
C0011630|C2826073
C0011630|C2826352
C0011630|C3257022
C0011633|C0010137
C0011633|C0056391
C0011633|C0085297
C0011633|C0543464
C0011848|C1705480
C0011849|C0163657
C0011854|C0123677
C0011854|C0293359
C0011854|C0306604
C0011854|C0537551
C0011854|C0724600
C0011854|C0724601
C0011854|C0724603
C0011854|C0770201
C0011854|C0770209
C0011854|C0770213
C0011854|C0770221
C0011854|C0770226
C0011854|C0770228
C0011854|C0770230
C0011854|C0770232
C0011854|C0770234
C0011854|C0795633
C0011854|C0795635
C0011854|C0907402
C0011854|C0982217
C0011854|C0982219
C0011854|C0982221
C0011854|C0982224
C0011854|C0982226
C0011854|C0991832
C0011854|C0993223
C0011854|C1170011
C0011854|C1174779
C0011854|C1313386
C0011854|C3491971
C0011854|C5389884
C0011860|C0000992
C0011860|C0008287
C0011860|C0017628
C0011860|C0017642
C0011860|C0025598
C0011860|C0040372
C0011860|C0040374
C0011860|C0050393
C0011860|C0061323
C0011860|C0066535
C0011860|C0071097
C0011860|C0123677
C0011860|C0167117
C0011860|C0245514
C0011860|C0246689
C0011860|C0289313
C0011860|C0293359
C0011860|C0306604
C0011860|C0537551
C0011860|C0541154
C0011860|C0541155
C0011860|C0720683
C0011860|C0724600
C0011860|C0724601
C0011860|C0724603
C0011860|C0724709
C0011860|C0770201
C0011860|C0770209
C0011860|C0770213
C0011860|C0770221
C0011860|C0770226
C0011860|C0770228
C0011860|C0770230
C0011860|C0770232
C0011860|C0770234
C0011860|C0770893
C0011860|C0795633
C0011860|C0795635
C0011860|C0795660
C0011860|C0872972
C0011860|C0903898
C0011860|C0907402
C0011860|C0982217
C0011860|C0982219
C0011860|C0982221
C0011860|C0982224
C0011860|C0982226
C0011860|C0991832
C0011860|C0993223
C0011860|C1170011
C0011860|C1174779
C0011860|C1313386
C0011860|C1565750
C0011860|C1611934
C0011860|C1667080
C0011860|C1958126
C0011860|C2353951
C0011860|C2607479
C0011860|C2698057
C0011860|C2699273
C0011860|C2719771
C0011860|C2746078
C0011860|C2973895
C0011860|C2974540
C0011860|C2983989
C0011860|C3179549
C0011860|C3490348
C0011860|C3491971
C0011860|C3555622
C0011860|C5389884
C0011875|C0030899
C0011880|C0724601
C0011880|C0770201
C0011880|C0795635
C0011880|C0982226
C0011881|C0006938
C0011881|C0014025
C0011881|C0014027
C0011881|C0053091
C0011881|C0065374
C0011881|C0066685
C0011881|C0072857
C0011881|C0072973
C0011881|C0076891
C0011881|C0105523
C0011881|C0118168
C0011881|C0126174
C0011881|C0136123
C0011881|C0216784
C0011881|C0244718
C0011881|C0248719
C0011881|C0287041
C0011881|C0288171
C0011881|C0386393
C0011881|C0527379
C0011881|C0700452
C0011881|C0700492
C0011881|C0717550
C0011881|C0733440
C0011881|C0770917
C0011881|C0770920
C0011881|C0771294
C0011881|C0772203
C0011881|C0886809
C0011881|C1098320
C0011881|C1725449
C0011881|C2827257
C0011882|C0006931
C0011882|C0008845
C0011882|C0020316
C0011882|C0025887
C0011882|C0030899
C0011882|C0042845
C0011882|C0065844
C0011882|C0086024
C0011882|C0245561
C0011882|C0379135
C0011882|C0543459
C0011882|C0724555
C0011882|C0770959
C0011882|C0771561
C0011882|C0991811
C0011882|C1095803
C0011882|C1505020
C0011882|C4529725
C0011884|C1134659
C0011884|C1566537
C0011884|C3485619
C0011974|C0006020
C0011974|C0016294
C0011974|C0034504
C0011974|C0043491
C0011974|C0060494
C0011974|C4048241
C0011991|C0001275
C0011991|C0005642
C0011991|C0007955
C0011991|C0008402
C0011991|C0008809
C0011991|C0009014
C0011991|C0009279
C0011991|C0012525
C0011991|C0016855
C0011991|C0022233
C0011991|C0022499
C0011991|C0023992
C0011991|C0025729
C0011991|C0028833
C0011991|C0029112
C0011991|C0033979
C0011991|C0034392
C0011991|C0042313
C0011991|C0043572
C0011991|C0052657
C0011991|C0053789
C0011991|C0053790
C0011991|C0053791
C0011991|C0053792
C0011991|C0054480
C0011991|C0057981
C0011991|C0068788
C0011991|C0073374
C0011991|C0106556
C0011991|C0205992
C0011991|C0282104
C0011991|C0282145
C0011991|C0282221
C0011991|C0291771
C0011991|C0291772
C0011991|C0301373
C0011991|C0304554
C0011991|C0304556
C0011991|C0353902
C0011991|C0354648
C0011991|C0521943
C0011991|C0541154
C0011991|C0541155
C0011991|C0546860
C0011991|C0724649
C0011991|C0724655
C0011991|C0770333
C0011991|C0771046
C0011991|C0771161
C0011991|C0772488
C0011991|C0982366
C0011991|C0982369
C0011991|C0995182
C0011991|C2744960
C0011991|C2825840
C0011991|C2940103
C0011991|C3255821
C0011991|C3536842
C0011991|C3884837
C0011991|C4317559
C0012242|C0718043
C0012546|C0012547
C0012546|C0030827
C0012546|C0030829
C0012546|C0030830
C0012546|C0030840
C0012546|C0037540
C0012546|C0053155
C0012546|C0305057
C0012546|C0700462
C0012546|C0700553
C0012546|C0771798
C0012739|C0724532
C0012813|C0036442
C0012813|C0036444
C0012814|C0043572
C0012814|C0054480
C0012833|C0010547
C0012833|C0304305
C0012833|C0600197
C0012833|C0770942
C0013100|C0039832
C0013182|C0065865
C0013221|C0001047
C0013221|C0004259
C0013221|C0005578
C0013221|C0007072
C0013221|C0012695
C0013221|C0013615
C0013221|C0013617
C0013221|C0013618
C0013221|C0016293
C0013221|C0023413
C0013221|C0023660
C0013221|C0031849
C0013221|C0034266
C0013221|C0034272
C0013221|C0034504
C0013221|C0048504
C0013221|C0053663
C0013221|C0071002
C0013221|C0071808
C0013221|C0108111
C0013221|C0128513
C0013221|C0138210
C0013221|C0138211
C0013221|C0139449
C0013221|C0301383
C0013221|C0304411
C0013221|C0357217
C0013221|C0357701
C0013221|C0546869
C0013221|C0596005
C0013221|C0600487
C0013221|C0700496
C0013221|C0700607
C0013221|C0702256
C0013221|C0731033
C0013221|C0772506
C0013221|C0887741
C0013221|C1875875
C0013221|C1881372
C0013221|C2315497
C0013221|C2368865
C0013221|C2721771
C0013221|C2756728
C0013221|C3848530
C0013221|C3848556
C0013221|C3857933
C0013221|C3885063
C0013221|C4083129
C0013221|C4283417
C0013238|C0007068
C0013238|C0011795
C0013238|C0032477
C0013238|C0032478
C0013238|C0037487
C0013238|C0037494
C0013238|C0063131
C0013238|C0063188
C0013238|C0063242
C0013238|C0072225
C0013238|C0982057
C0013238|C0982206
C0013238|C0982207
C0013238|C0982363
C0013238|C0991869
C0013238|C2827178
C0013238|C2949506
C0013238|C3154113
C0013238|C3205039
C0013238|C3205052
C0013238|C3255999
C0013238|C3256005
C0013238|C3256006
C0013238|C3256007
C0013238|C3256008
C0013238|C3256009
C0013238|C3256010
C0013238|C3256046
C0013238|C3256051
C0013238|C3256052
C0013238|C3256053
C0013238|C3256054
C0013238|C3474074
C0013238|C3538037
C0013238|C3713860
C0013238|C3864822
C0013238|C4026874
C0013238|C4046690
C0013238|C4281713
C0013238|C4291332
C0013238|C4529817
C0013238|C4529820
C0013238|C4529822
C0013238|C4731855
C0013238|C5203168
C0013264|C0024977
C0013264|C0057258
C0013264|C4283710
C0013264|C5139793
C0013264|C5139804
C0013264|C5222004
C0013274|C0002335
C0013274|C0021246
C0013274|C0813196
C0013274|C0982211
C0013295|C0002371
C0013295|C0002372
C0013295|C0002645
C0013295|C0006681
C0013295|C0008783
C0013295|C0015620
C0013295|C0024476
C0013295|C0024778
C0013295|C0028978
C0013295|C0031978
C0013295|C0032910
C0013295|C0034665
C0013295|C0038633
C0013295|C0050940
C0013295|C0052993
C0013295|C0055856
C0013295|C0058135
C0013295|C0065512
C0013295|C0085154
C0013295|C0108111
C0013295|C0139919
C0013295|C0282045
C0013295|C0301464
C0013295|C0304539
C0013295|C0378482
C0013295|C0521900
C0013295|C0700455
C0013295|C0700466
C0013295|C0732569
C0013295|C0770946
C0013295|C0771315
C0013295|C0771589
C0013295|C0771765
C0013295|C0887551
C0013295|C0937622
C0013295|C0937846
C0013295|C1337241
C0013295|C2828282
C0013295|C3540733
C0013295|C3700999
C0013295|C3883231
C0013295|C4282572
C0013298|C0022233
C0013298|C0301373
C0013312|C0009053
C0013336|C0143083
C0013336|C0169964
C0013336|C1273043
C0013336|C1273044
C0013362|C0009011
C0013369|C0008809
C0013369|C0036442
C0013369|C0036444
C0013369|C0282104
C0013369|C0771046
C0013370|C0012341
C0013384|C0010620
C0013384|C0035179
C0013384|C0175158
C0013384|C0354872
C0013384|C0771807
C0013386|C0002403
C0013386|C0002404
C0013386|C0042874
C0013386|C0078373
C0013386|C0078375
C0013386|C0724348
C0013386|C0724349
C0013386|C0936072
C0013386|C0982437
C0013386|C0994472
C0013386|C1323100
C0013386|C1999896
C0013386|C2697593
C0013386|C2697594
C0013386|C3162633
C0013386|C3282847
C0013386|C5245409
C0013390|C0009014
C0013390|C0012091
C0013390|C0020740
C0013390|C0022635
C0013390|C0025041
C0013390|C0025152
C0013390|C0027396
C0013390|C0064325
C0013390|C0074814
C0013390|C0282131
C0013390|C0538927
C0013390|C0546860
C0013390|C0546873
C0013390|C0700583
C0013390|C0762662
C0013390|C0765538
C0013390|C0771967
C0013390|C0772505
C0013390|C0887187
C0013390|C0913246
C0013390|C1122975
C0013390|C1289957
C0013395|C0002371
C0013395|C0002372
C0013395|C0006681
C0013395|C0008783
C0013395|C0015620
C0013395|C0024476
C0013395|C0024477
C0013395|C0028403
C0013395|C0052993
C0013395|C0053792
C0013395|C0058135
C0013395|C0065512
C0013395|C0065517
C0013395|C0065533
C0013395|C0072916
C0013395|C0074722
C0013395|C0085154
C0013395|C0108111
C0013395|C0282045
C0013395|C0301464
C0013395|C0304539
C0013395|C0376266
C0013395|C0724554
C0013395|C0771537
C0013395|C0771967
C0013395|C2346927
C0013395|C4084597
C0013395|C4282572
C0013404|C0026549
C0013404|C0066814
C0013404|C0070108
C0013404|C0770901
C0013404|C0770945
C0013405|C0054015
C0013415|C0024778
C0013415|C0700455
C0013415|C0771589
C0013421|C0002403
C0013421|C0002404
C0013421|C0006050
C0013421|C0936072
C0013421|C2719424
C0013421|C2719430
C0013421|C2719767
C0013421|C2930113
C0013421|C4759195
C0013428|C0016225
C0013428|C0069805
C0013428|C0134394
C0013428|C0546865
C0013447|C0038670
C0013447|C0052759
C0013447|C0149304
C0013447|C0282356
C0013456|C0005059
C0013456|C0887581
C0013502|C0001911
C0013537|C0017887
C0013537|C0024480
C0013537|C1572489
C0013537|C3255944
C0013537|C4741891
C0013595|C0016294
C0013595|C0043491
C0013595|C0060494
C0013595|C0066101
C0013595|C0070325
C0013595|C0304371
C0013604|C0002502
C0013604|C0004975
C0013604|C0006376
C0013604|C0006938
C0013604|C0008273
C0013604|C0008294
C0013604|C0014025
C0013604|C0014027
C0013604|C0014962
C0013604|C0014963
C0013604|C0016860
C0013604|C0020261
C0013604|C0020273
C0013604|C0021186
C0013604|C0025696
C0013604|C0025854
C0013604|C0032613
C0013604|C0032950
C0013604|C0037982
C0013604|C0040869
C0013604|C0040899
C0013604|C0043355
C0013604|C0053245
C0013604|C0053941
C0013604|C0056831
C0013604|C0071839
C0013604|C0071842
C0013604|C0071844
C0013604|C0076840
C0013604|C0126177
C0013604|C0138273
C0013604|C0138274
C0013604|C0164608
C0013604|C0301547
C0013604|C0304489
C0013604|C0538727
C0013604|C0546849
C0013604|C0700452
C0013604|C0772229
C0013604|C0772364
C0013604|C0886809
C0013604|C0889299
C0013604|C0949217
C0013608|C0301383
C0013882|C0022322
C0013884|C0012191
C0013884|C0700531
C0013911|C0029995
C0013911|C0142046
C0013911|C0162725
C0013922|C0051919
C0013926|C0030054
C0013990|C0052944
C0013990|C0771061
C0014009|C0004599
C0014009|C0030827
C0014009|C0030829
C0014009|C0030830
C0014009|C0037540
C0014009|C0043483
C0014009|C0052882
C0014009|C0700462
C0014118|C0002499
C0014118|C0002501
C0014118|C0030827
C0014118|C0030829
C0014118|C0030830
C0014118|C0037540
C0014118|C0546866
C0014118|C0700462
C0014118|C3854019
C0014121|C0002680
C0014121|C0007546
C0014121|C0008777
C0014121|C0020933
C0014121|C0025872
C0014121|C0027324
C0014121|C0029983
C0014121|C0037531
C0014121|C0037536
C0014121|C0038425
C0014121|C0038426
C0014121|C0042313
C0014121|C0205992
C0014121|C0282052
C0014121|C0282239
C0014121|C0282395
C0014121|C0353490
C0014121|C0700443
C0014121|C0700526
C0014121|C0724526
C0014121|C0812398
C0014121|C0886855
C0014121|C0982292
C0014121|C4511278
C0014122|C0030830
C0014170|C0010583
C0014170|C0025147
C0014170|C0025175
C0014170|C0065864
C0014170|C0065879
C0014170|C0079083
C0014170|C0085272
C0014170|C0700596
C0014170|C0724564
C0014170|C1880207
C0014173|C0025147
C0014173|C0028356
C0014173|C0028360
C0014173|C0033308
C0014173|C0065864
C0014173|C0068980
C0014173|C0068981
C0014173|C0873071
C0014175|C0010961
C0014175|C0015117
C0014175|C0028356
C0014175|C0028369
C0014175|C0044971
C0014175|C0045010
C0014175|C0057558
C0014175|C0057916
C0014175|C0064906
C0014175|C0068980
C0014175|C0068981
C0014175|C0085272
C0014175|C0700476
C0014175|C0700477
C0014175|C0700596
C0014175|C0770351
C0014179|C0004521
C0014335|C0007561
C0014335|C0016855
C0014335|C0700527
C0014335|C2742797
C0014347|C0020933
C0014347|C0038675
C0014347|C0038689
C0014347|C0723509
C0014347|C0886855
C0014347|C4511278
C0014358|C0004599
C0014358|C0008402
C0014358|C0009279
C0014358|C0025872
C0014358|C0042313
C0014358|C0043483
C0014358|C0052882
C0014358|C0065023
C0014358|C0205992
C0014358|C0282239
C0014358|C0353490
C0014358|C0354648
C0014358|C0541154
C0014358|C0541155
C0014394|C0011701
C0014394|C0020934
C0014394|C0024778
C0014394|C0028420
C0014394|C0086135
C0014394|C0304368
C0014394|C0589978
C0014394|C0700455
C0014394|C0700459
C0014394|C0771589
C0014474|C0007257
C0014534|C0007561
C0014534|C0028902
C0014534|C0700527
C0014544|C0006724
C0014544|C0015043
C0014544|C0015046
C0014544|C0025381
C0014544|C0025629
C0014544|C0031507
C0014544|C0033148
C0014544|C0037567
C0014544|C0041038
C0014544|C0042291
C0014544|C0048044
C0014544|C0060135
C0014544|C0060926
C0014544|C0064636
C0014544|C0068897
C0014544|C0069751
C0014544|C0076829
C0014544|C0078844
C0014544|C0080356
C0014544|C0109002
C0014544|C0237417
C0014544|C0244656
C0014544|C0284906
C0014544|C0377265
C0014544|C0524735
C0014544|C0772200
C0014544|C0886883
C0014544|C0893761
C0014544|C2700226
C0014544|C3537002
C0014547|C0008174
C0014547|C0009033
C0014547|C0024002
C0014547|C0029997
C0014547|C0031412
C0014547|C0032910
C0014547|C0033148
C0014547|C0060926
C0014547|C0064636
C0014547|C0068897
C0014547|C0069751
C0014547|C0076829
C0014547|C0078844
C0014547|C0282303
C0014547|C0377265
C0014547|C0530684
C0014547|C0770393
C0014547|C0772200
C0014547|C0893761
C0014547|C2698764
C0014547|C2700226
C0014547|C4550368
C0014549|C0006949
C0014549|C0015046
C0014549|C0025381
C0014549|C0025382
C0014549|C0031412
C0014549|C0031507
C0014549|C0033148
C0014549|C0076829
C0014549|C0237417
C0014549|C0282303
C0014549|C0377265
C0014549|C0893761
C0014549|C2698764
C0014550|C0006863
C0014550|C0009011
C0014553|C0009011
C0014553|C0015043
C0014553|C0025382
C0014553|C0037567
C0014553|C0041038
C0014553|C0042291
C0014553|C0070592
C0014553|C0109002
C0014553|C0886883
C0014556|C0025381
C0014556|C0031507
C0014556|C0237417
C0014557|C0025381
C0014736|C0030827
C0014736|C0030829
C0014736|C0030830
C0014736|C0037540
C0014736|C0700462
C0014738|C0030840
C0014738|C0053155
C0014738|C0700553
C0014738|C0771798
C0014742|C0001655
C0014742|C0010137
C0014742|C0025815
C0014742|C0032950
C0014742|C0032952
C0014742|C0039736
C0014742|C0040864
C0014742|C0040866
C0014742|C0040867
C0014742|C0056391
C0014742|C0066430
C0014742|C0071839
C0014742|C0071842
C0014742|C0071844
C0014742|C0077004
C0014742|C0138273
C0014742|C0138274
C0014742|C0174938
C0014742|C0600901
C0014742|C0700546
C0014742|C0889299
C0014742|C3818725
C0014743|C0039736
C0014752|C0014806
C0014752|C0014809
C0014752|C0014810
C0014752|C0014813
C0014752|C0059561
C0014752|C0059562
C0014752|C0059566
C0014752|C0772169
C0014836|C0001268
C0014836|C0001714
C0014836|C0002435
C0014836|C0002499
C0014836|C0002501
C0014836|C0002680
C0014836|C0004499
C0014836|C0005642
C0014836|C0007537
C0014836|C0007538
C0014836|C0007541
C0014836|C0007546
C0014836|C0007550
C0014836|C0007552
C0014836|C0007554
C0014836|C0007555
C0014836|C0007557
C0014836|C0007559
C0014836|C0007560
C0014836|C0007561
C0014836|C0007562
C0014836|C0007716
C0014836|C0007735
C0014836|C0007737
C0014836|C0007738
C0014836|C0008806
C0014836|C0008809
C0014836|C0009315
C0014836|C0010590
C0014836|C0014310
C0014836|C0016610
C0014836|C0016855
C0014836|C0022487
C0014836|C0022489
C0014836|C0025638
C0014836|C0025893
C0014836|C0026186
C0014836|C0026187
C0014836|C0027353
C0014836|C0027603
C0014836|C0027607
C0014836|C0028156
C0014836|C0028157
C0014836|C0028365
C0014836|C0028902
C0014836|C0030827
C0014836|C0030829
C0014836|C0030830
C0014836|C0031955
C0014836|C0032535
C0014836|C0037490
C0014836|C0037540
C0014836|C0038425
C0014836|C0038426
C0014836|C0038665
C0014836|C0041041
C0014836|C0052585
C0014836|C0052865
C0014836|C0053789
C0014836|C0053790
C0014836|C0053791
C0014836|C0053792
C0014836|C0053882
C0014836|C0054995
C0014836|C0055003
C0014836|C0055008
C0014836|C0055011
C0014836|C0055014
C0014836|C0055015
C0014836|C0060400
C0014836|C0060405
C0014836|C0065162
C0014836|C0066005
C0014836|C0066105
C0014836|C0085905
C0014836|C0106556
C0014836|C0108938
C0014836|C0110462
C0014836|C0282052
C0014836|C0282104
C0014836|C0282242
C0014836|C0282355
C0014836|C0282386
C0014836|C0282391
C0014836|C0379881
C0014836|C0521898
C0014836|C0536495
C0014836|C0540776
C0014836|C0543454
C0014836|C0546866
C0014836|C0609436
C0014836|C0617131
C0014836|C0700443
C0014836|C0700445
C0014836|C0700446
C0014836|C0700462
C0014836|C0700463
C0014836|C0700470
C0014836|C0700471
C0014836|C0700526
C0014836|C0700527
C0014836|C0700540
C0014836|C0700553
C0014836|C0701436
C0014836|C0701852
C0014836|C0701889
C0014836|C0719220
C0014836|C0724517
C0014836|C0724526
C0014836|C0724548
C0014836|C0724647
C0014836|C0724713
C0014836|C0724715
C0014836|C0733367
C0014836|C0753645
C0014836|C0754517
C0014836|C0770649
C0014836|C0770666
C0014836|C0770669
C0014836|C0770927
C0014836|C0771046
C0014836|C0771053
C0014836|C0771161
C0014836|C0771284
C0014836|C0772488
C0014836|C0812398
C0014836|C0872914
C0014836|C0873024
C0014836|C0887525
C0014836|C0919352
C0014836|C1120106
C0014836|C1122338
C0014836|C1170745
C0014836|C1260298
C0014836|C1337140
C0014836|C1707321
C0014836|C1881787
C0014836|C1882383
C0014836|C2001521
C0014836|C2001525
C0014836|C2697837
C0014836|C2699131
C0014836|C2699132
C0014836|C2699143
C0014836|C2699162
C0014836|C2726834
C0014836|C2828290
C0014836|C2955460
C0014836|C2983899
C0014836|C3486462
C0014836|C3489748
C0014836|C3502652
